County Number,County Name,ESC Region Served,ESC Region PEIMS,ESC Region Geographic,District Number,District Name,District Type,NCES District ID,District Street Address,District City,District Zip,District Enrollment as of Oct 2021,School Number,School Enrollment as of Oct 2021
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907143,1139
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907144,814
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907145,955
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907146,943
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907147,1140
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907148,1136
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907149,1179
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907150,1002
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907151,1142
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907152,1264
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907153,1017
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907154,1044
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907155,1184
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907156,1107
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907157,1095
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907158,1644
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907159,844
'101,HARRIS COUNTY,'04,'04,'04,'101907,CYPRESS-FAIRBANKS ISD,INDEPENDENT,'4816110,P O BOX 692003,HOUSTON,77269-2003,117217,'101907160,0
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908001,3991
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908006,0
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908007,5
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908041,640
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908042,891
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908043,729
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908044,708
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908101,859
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908102,666
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908104,817
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908105,778
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908106,670
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908107,615
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908108,740
'101,HARRIS COUNTY,'04,'04,'04,'101908,DEER PARK ISD,INDEPENDENT,'4816530,2800 TEXAS AVE,DEER PARK,77536,12345,'101908109,236
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910002,1872
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910003,4528
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910006,-1
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910008,-1
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910030,456
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910041,985
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910042,1337
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910043,570
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910044,986
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910045,1016
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910101,684
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910102,766
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910104,574
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910105,636
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910106,697
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910107,622
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910108,1008
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910109,479
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910110,445
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910111,695
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910112,491
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910113,634
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910114,596
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910115,632
'101,HARRIS COUNTY,'04,'04,'04,'101910,GALENA PARK ISD,INDEPENDENT,'4820250,P O BOX 565,GALENA PARK,77547,21431,'101910116,718
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911002,1811
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911003,2024
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911005,148
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911006,88
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911012,-1
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911014,-1
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911015,2159
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911016,414
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911017,414
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911041,805
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911043,978
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911044,1002
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911045,879
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911046,953
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911048,967
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911101,796
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911102,796
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911103,734
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911105,653
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911107,718
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911108,723
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911111,599
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911112,398
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911113,602
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911114,925
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911117,463
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911118,689
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911120,665
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911122,805
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911123,748
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911125,934
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911126,0
'101,HARRIS COUNTY,'04,'04,'04,'101911,GOOSE CREEK CISD,INDEPENDENT,'4821150,P O BOX 30,BAYTOWN,77522-0030,23908,'101911127,0
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912001,1560
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912002,3118
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912003,1323
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912004,1153
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912006,301
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912007,783
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912008,2943
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912009,2033
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912010,1957
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912011,2095
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912012,2447
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912013,84
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912014,1611
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912015,1713
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912016,849
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912017,2345
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912018,741
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912019,824
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912020,932
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912023,1731
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912024,765
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912025,781
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912026,891
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912027,2434
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912034,439
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912036,2938
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912039,978
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912041,399
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912042,1295
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912043,1423
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912044,335
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912045,666
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912046,509
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912047,733
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912048,555
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912049,919
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912050,683
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912051,1034
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912052,766
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912053,1043
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912054,594
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912055,1141
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912056,617
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912057,1415
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912058,600
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912059,836
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912060,1110
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912061,687
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912062,470
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912064,1485
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912068,869
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912069,212
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912071,269
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912072,967
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912075,1379
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912077,524
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912078,381
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912079,593
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912080,1076
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912081,1304
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912082,429
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912097,74
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912098,1263
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912099,1118
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912100,10127
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912102,202
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912104,807
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912105,630
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912106,448
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912107,545
'101,HARRIS COUNTY,'04,'04,'04,'101912,HOUSTON ISD,INDEPENDENT,'4823640,4400 W 18TH ST,HOUSTON,77092-8501,194607,'101912108,666
